,year,team1,team1_score,team2,team2_score
628,2024,Rhode Island Col.,51,Brown,92
629,2024,SIUE,77,Denver,74
630,2024,Lindenwood,58,Air Force,76
631,2024,Oklahoma St.,64,St. Bonaventure,66
632,2024,Houston,65,Towson,49
633,2024,Presbyterian,81,North Florida,69
634,2024,Wright St.,80,Indiana,89
635,2024,Furman,74,Liberty,88
636,2024,North Greenville,59,The Citadel,77
637,2024,SUNY Oneonta,65,Lehigh,90
638,2024,NJIT,73,American,87
639,2024,Midway,70,Tennessee Tech,82
640,2024,Bryant,79,Boston U.,95
641,2024,Felician,67,Manhattan,79
642,2024,Cal St. Fullerton,44,UCF,72
643,2024,Texas Southern,33,Virginia,62
644,2024,Louisiana Tech,73,ULM,63
645,2024,Chicago St.,55,Southern Ill.,71
646,2024,Jackson St.,52,Tulsa,72
647,2024,A&M-Corpus Christi,64,Texas Tech,73
648,2024,Valley City St.,63,North Dakota,93
649,2024,Nicholls,102,South Alabama,97
650,2024,Alcorn,77,UAB,80
651,2024,Northwest (WA),51,Idaho St.,85
652,2024,UMass Lowell,69,Arizona St.,71
653,2024,UT Arlington,80,New Mexico,82
654,2024,Utah,77,Wake Forest,70
655,2024,William & Mary,83,Omaha,89
656,2024,Auburn,83,Notre Dame,59
657,2024,Missouri,70,Minnesota,68
658,2024,North Dakota St.,78,Montana,69
659,2024,Montana St.,63,California,60
660,2024,Niagara,73,Hawaii,92
661,2024,Sacred Heart,80,UMBC,85
662,2024,North Texas,62,LSU,66
663,2024,Vermont,78,Saint Louis,68
664,2024,Norfolk St.,64,Fordham,77
665,2024,NIU,70,Georgia St.,64
666,2024,VMI,81,South Dakota,85
667,2024,St. John's (NY),81,Dayton,88
668,2024,Col. of Charleston,60,Wyoming,67
669,2024,Abilene Christian,77,San Jose St.,71
670,2024,Georgia,68,Miami (FL),79
671,2024,Denver,75,South Alabama,82
672,2024,LIFE Pacific,67,CSUN,98
673,2024,Omaha,70,Lindenwood,72
674,2024,Maine,80,Presbyterian,66
675,2024,Weber St.,61,Gardner-Webb,62
676,2024,Purdue Fort Wayne,77,Northern Ariz.,67
677,2024,Notre Dame,66,Oklahoma St.,64
678,2024,Houston,76,Utah,66
679,2024,Quinnipiac,67,Army West Point,58
680,2024,Holy Cross,51,Winthrop,89
681,2024,Hampton,62,Kent St.,100
682,2024,Providence,70,Kansas St.,73
683,2024,Bucknell,60,Duke,90
684,2024,Delaware St.,71,Grambling,63
685,2024,Colgate,50,Yale,68
686,2024,Butler,54,Michigan St.,74
687,2024,William & Mary,71,Air Force,80
688,2024,Utah Tech,68,Youngstown St.,75
689,2024,Furman,89,Coastal Carolina,80
690,2024,UT Martin,80,Eastern Ky.,74
691,2024,Jacksonville,56,Pittsburgh,107
692,2024,Auburn,77,St. Bonaventure,60
693,2024,Fairfield,47,Drexel,65
694,2024,Florida St.,68,Florida,89
695,2024,Davidson,68,ETSU,70
696,2024,Towson,61,Wake Forest,71
697,2024,Long Beach St.,94,Michigan,86
698,2024,Bellarmine,85,Bowling Green,67
699,2024,Morehead St.,51,Penn St.,74
700,2024,Radford,73,James Madison,76
701,2024,Charleston So.,53,NC State,87
702,2024,Central Ark.,71,Vanderbilt,75
703,2024,Robert Morris,68,Wisconsin,78
704,2024,Stonehill,67,Kentucky,101
705,2024,Rider,58,Duquesne,77
706,2024,Northwestern St.,74,North Florida,80
707,2024,Coppin St.,48,Miami (OH),76
708,2024,Tex. A&M-Commerce,57,Saint Joseph's,54
709,2024,Harvard,78,Massachusetts,75
710,2024,Nicholls,51,SIUE,60
711,2024,Sacramento St.,57,Tulane,92
712,2024,South Carolina St.,72,Samford,89
713,2024,IUPUI,72,Elon,86
714,2024,Cal Poly,61,St. Thomas (MN),60
715,2024,Oral Roberts,66,Texas A&M,74
716,2024,Valparaiso,64,Illinois,87
717,2024,Missouri St.,70,FGCU,61
718,2024,UC Riverside,52,North Carolina,77
719,2024,UTRGV,66,Oklahoma,90
720,2024,Luther,56,Milwaukee,85
721,2024,Mississippi Val.,52,TCU,86
722,2024,Southern U.,80,Western Ill.,88
723,2024,UNC Greensboro,78,Arkansas,72
724,2024,Arkansas St.,74,Iowa,88
725,2024,Mercer,67,Alabama,98
726,2024,Alabama St.,75,Memphis,92
727,2024,UTSA,62,Texas St.,72
728,2024,Maryland,40,Villanova,57
729,2024,Wichita St.,66,Liberty,83
730,2024,Sam Houston,67,Ole Miss,70
731,2024,San Francisco,72,Grand Canyon,76
732,2024,Kansas City,61,Colorado St.,84
733,2024,Austin Peay,63,UTEP,71
734,2024,Pacific Lutheran,52,Idaho,96
735,2024,Eastern Wash.,70,Stanford,95
736,2024,Tennessee St.,67,Oregon,92
737,2024,Saint Mary's (CA),54,San Diego St.,79
738,2024,Le Moyne,71,San Diego,80
739,2024,Portland St.,66,California Baptist,63
740,2024,UNLV,82,Pepperdine,68
741,2024,Occidental,51,UC Irvine,111
742,2024,Belmont,68,Arizona,100
743,2024,South Carolina,73,DePaul,68
744,2024,Washington,74,Xavier,71
745,2024,Sacred Heart,66,Loyola Maryland,51
746,2024,Washington St.,64,Mississippi St.,76
747,2024,Wagner,51,Seton Hall,72
748,2024,Mount St. Mary's,72,Georgetown,83
749,2024,Cleveland St.,62,Eastern Mich.,69
750,2024,Columbia,78,Temple,73
751,2024,New Hampshire,67,George Washington,79
752,2024,Alabama A&M,81,Lipscomb,106
753,2024,USC Upstate,53,Minnesota,67
754,2024,VMI,69,Northern Ariz.,78
755,2024,Utah Tech,81,Lake Erie,69
756,2024,Presbyterian,78,Northwestern St.,75
757,2024,Virginia-Lynchburg,59,UNC Asheville,114
758,2024,Southern Ind.,78,La Salle,79
759,2024,Seattle U,56,VCU,60
760,2024,NIU,98,Little Rock,93
761,2024,Penn St.-Schuylkill,66,FDU,124
762,2024,Princeton,82,Monmouth,57
763,2024,Ball St.,50,Evansville,74
764,2024,Detroit Mercy,52,Ohio,71
765,2024,Northwestern,72,Rhode Island,61
766,2024,N.C. Central,66,Longwood,73
767,2024,Norfolk St.,53,San Jose St.,77
768,2024,Coppin St.,46,Eastern Ill.,48
769,2024,Marist,59,Binghamton,82
770,2024,McNeese,74,Western Caro.,76
771,2024,Penn,80,UMES,83
772,2024,Oregon St.,63,Nebraska,84
773,2024,New Orleans,70,Loyola Chicago,73
774,2024,Gardner-Webb,52,Colgate,59
775,2024,Purdue Fort Wayne,93,South Dakota,81
776,2024,Maine,58,North Florida,67
777,2024,Lamar University,76,Pacific,77
778,2024,Harvard,64,Boston College,73
779,2024,IUPUI,61,Winthrop,74
780,2024,Cal Poly,57,Portland St.,73
781,2024,Hampton,92,FGCU,85
782,2024,Yale,65,Weber St.,75
783,2024,Queens (NC),69,Fairfield,63
784,2024,Milligan,62,Middle Tenn.,88
785,2024,Bryant,61,Fla. Atlantic,52
786,2024,Howard,63,Rutgers,85
787,2024,Navy,55,UC San Diego,73
788,2024,Elon,83,Holy Cross,69
789,2024,Southeastern La.,63,Santa Clara,65
790,2024,Kentucky St.,75,Western Ky.,95
791,2024,St. Thomas (MN),62,California Baptist,66
792,2024,Jacksonville St.,59,North Ala.,61
793,2024,UIW,100,Ark.-Pine Bluff,81
794,2024,Texas Southern,50,Creighton,82
795,2024,Morgan St.,50,BYU,93
796,2024,Northern Colo.,71,New Mexico St.,76
797,2024,Portland,83,Nevada,108
798,2024,Wyoming,78,Furman,71
799,2024,Oakland,77,Drake,85
800,2024,UT Martin,66,Prairie View,78
801,2024,Southern Miss.,65,Utah Valley,67
802,2024,Holy Cross,74,IUPUI,61
803,2024,Providence,71,Georgia,64
804,2024,North Texas,65,Towson,39
805,2024,Northwestern,57,Mississippi St.,66
806,2024,UConn,77,Indiana,57
807,2024,SIUE,74,South Alabama,86
808,2024,Eastern Ill.,64,Miami (OH),76
809,2024,Manhattan,67,Central Conn. St.,63
810,2024,Col. of Charleston,80,Coastal Carolina,72
811,2024,Wilkes,53,Lafayette,69
812,2024,Boise St.,68,Clemson,85
813,2024,Loyola Maryland,79,UMBC,94
814,2024,Weber St.,55,Colgate,57
815,2024,Grambling,37,Iowa St.,92
816,2024,LMU (CA),76,SFA,86
817,2024,Lindenwood,71,William & Mary,60
818,2024,Queens (NC),52,Drexel,62
819,2024,UAlbany,82,Quinnipiac,85
820,2024,Northeastern,82,East Carolina,76
821,2024,Little Rock,77,Georgia St.,88
822,2024,Northern Ky.,66,Cincinnati,90
823,2024,Tennessee Tech,63,Chattanooga,68
824,2024,Cornell,88,Cal St. Fullerton,70
825,2024,Kansas St.,83,Miami (FL),91
826,2024,Elon,70,Winthrop,78
827,2024,Yale,71,Gardner-Webb,70
828,2024,LSU,86,Wake Forest,80
829,2024,Lake Erie,57,Youngstown St.,79
830,2024,Texas,81,Louisville,80
831,2024,Rhode Island,57,Washington St.,78
832,2024,Omaha,56,Air Force,58
833,2024,Western Mich.,56,Ohio St.,73
834,2024,American,83,Georgetown,88
835,2024,DePaul,54,San Francisco,70
836,2024,Aurora,48,UIC,99
837,2024,Wofford,76,Virginia Tech,98
838,2024,UNI,65,South Fla.,74
839,2024,Marshall,60,Utah St.,83
840,2024,Kennesaw St.,96,Ga. Southern,92
841,2024,St. John's (NY),91,Utah,82
842,2024,Vermont,61,Liberty,71
843,2024,Charlotte,54,George Mason,49
844,2024,Portland St.,70,St. Thomas (MN),76
845,2024,Fordham,45,Abilene Christian,59
846,2024,Alcorn,49,Michigan St.,81
847,2024,UT Arlington,56,Arizona,101
848,2024,Jackson St.,73,Missouri,72
849,2024,South Carolina,75,Grand Canyon,68
850,2024,Xavier,66,Saint Mary's (CA),49
851,2024,FIU,71,Akron,77
852,2024,Southern U.,60,Illinois,88
853,2024,Brown,70,Southern California,81
854,2024,Cal Poly,58,California Baptist,67
855,2024,Kent St.,52,Missouri St.,56
856,2024,Saint Louis,69,Wichita St.,88
857,2024,UCF,83,South Dakota St.,80
858,2024,Dayton,55,Houston,69
859,2024,Le Moyne,72,UC Santa Barbara,96
860,2024,Washington,97,San Diego St.,100
861,2024,High Point,82,Iona,68
862,2024,Oakland,74,LMU (CA),69
863,2024,Siena,56,Central Mich.,70
864,2024,Cal St. Fullerton,74,Southern Miss.,67
865,2024,Norfolk St.,69,FGCU,66
866,2024,Illinois St.,61,Long Beach St.,52
867,2024,Murray St.,81,UNCW,83
868,2024,Milwaukee,67,Stetson,85
869,2024,Drake,68,SFA,92
870,2024,Cornell,74,Utah Valley,61
871,2024,Tennessee,73,Syracuse,56
872,2024,Sacramento St.,71,CSU Bakersfield,75
873,2024,Northeastern,77,Kennesaw St.,79
874,2024,San Jose St.,71,Hampton,52
875,2024,The Citadel,62,Idaho St.,61
876,2024,Indiana,74,Louisville,66
877,2024,Wright St.,91,Louisiana,85
878,2024,Purdue,73,Gonzaga,63
879,2024,Marshall,80,FIU,69
880,2024,Tarleton St.,66,Austin Peay,59
881,2024,Florida St.,83,UNLV,75
882,2024,Fordham,72,Kent St.,79
883,2024,Wisconsin,65,Virginia,41
884,2024,Ga. Southern,64,East Carolina,82
885,2024,South Dakota St.,71,George Mason,73
886,2024,Morehead St.,64,Bellarmine,51
887,2024,Rider,48,Stony Brook,55
888,2024,Pitt.-Greensburg,63,Saint Francis (PA),77
889,2024,UConn,81,Texas,71
890,2024,Howard,61,Bryant,67
891,2024,UMass Lowell,69,Saint Peter's,61
892,2024,N.C. Central,78,Campbell,75
893,2024,Delaware St.,72,NJIT,81
894,2024,Sam Houston,88,Troy,86
895,2024,Charleston So.,73,Bethune-Cookman,79
896,2024,Saint Joseph's,88,Kentucky,96
897,2024,Southern Ind.,56,Bucknell,67
898,2024,Ecclesia,74,ULM,103
899,2024,Central Ark.,68,Southeast Mo. St.,70
900,2024,North American,73,UTRGV,92
901,2024,D'Youville,69,Canisius,109
902,2024,Buffalo,68,Hofstra,102
903,2024,Utah St.,65,Akron,62
904,2024,UTSA,89,Houston Christian,87
905,2024,Abilene Christian,69,Missouri St.,87
906,2024,Midway,70,Tennessee St.,87
907,2024,South Carolina St.,70,Tulsa,90
908,2024,Wis.-Stout,72,North Dakota St.,101
909,2024,Stonehill,86,Tex. A&M-Commerce,97
910,2024,New Orleans,68,Oklahoma St.,96
911,2024,Colorado,64,Richmond,59
912,2024,Oregon,67,Florida A&M,54
913,2024,SMU,70,West Virginia,58
914,2024,UCF,74,Charlotte,71
915,2024,Green Bay,54,Montana St.,53
916,2024,Kansas,83,Chaminade,56
917,2024,Mississippi Val.,39,Santa Clara,81
918,2024,Navy,59,San Diego,67
919,2024,Bradley,80,Tulane,77
920,2024,North Dakota,73,Pacific,71
921,2024,UCLA,69,Marquette,71
922,2024,UTEP,75,California,72
923,2024,Long Beach St.,80,Iona,76
924,2024,LMU (CA),61,FIU,60
925,2024,Binghamton,75,Sacred Heart,89
926,2024,UNCW,56,App State,86
927,2024,Prairie View,76,Eastern Ky.,64
928,2024,Central Mich.,61,Stetson,71
929,2024,Morgan St.,72,Radford,82
930,2024,McNeese,59,Texas St.,48
931,2024,Oakland,78,Marshall,71
932,2024,Buffalo,60,Louisiana,68
933,2024,Syracuse,57,Gonzaga,76
934,2024,Northern Colo.,78,Chicago St.,77
935,2024,Ga. Southern,76,Northeastern,93
936,2024,Florida St.,77,Colorado,71
937,2024,Southern Utah,53,Louisiana Tech,67
938,2024,N.C. Central,61,The Citadel,67
939,2024,Drake,79,Akron,59
940,2024,Illinois St.,72,High Point,74
941,2024,Kennesaw St.,84,East Carolina,85
942,2024,James Madison,82,Southern Ill.,76
943,2024,Midway,56,Bellarmine,77
944,2024,Indiana St.,103,Rice,88
945,2024,UNLV,65,Richmond,82
946,2024,USC Upstate,58,Ball St.,75
947,2024,Eastern Mich.,76,Detroit Mercy,72
948,2024,Marist,71,New Hampshire,74
949,2024,La Salle,66,Duke,95
950,2024,Boston U.,45,Davidson,69
951,2024,Idaho St.,69,Campbell,55
952,2024,LIU,67,Columbia,77
953,2024,UMBC,68,Maryland,92
954,2024,Army West Point,59,UAlbany,62
955,2024,Lehigh,79,Monmouth,88
956,2024,UCLA,76,Chaminade,48
957,2024,Blue Mountain (MS),56,Nicholls,86
958,2024,UAB,58,Middle Tenn.,57
959,2024,SFA,49,Utah St.,79
960,2024,Hofstra,85,Wright St.,76
961,2024,Tennessee,67,Purdue,71
962,2024,Texas Southern,63,Oral Roberts,65
963,2024,Western Ill.,66,Valparaiso,73
964,2024,Alcorn,74,TCU,93
965,2024,Lynn,62,South Alabama,74
966,2024,Alabama A&M,54,Auburn,84
967,2024,Fresno St.,81,New Mexico St.,76
968,2024,Siena,59,Milwaukee,61
969,2024,UC Irvine,76,Pepperdine,60
970,2024,Green Bay,68,UC Riverside,74
971,2024,Ark.-Pine Bluff,67,Minnesota,86
972,2024,Le Moyne,80,CSUN,70
973,2024,Kansas,59,Marquette,73
974,2024,New Mexico,92,Toledo,84
975,2024,Northern Ariz.,61,Hawaii,70
976,2024,Buffalo,64,Iona,89
977,2024,App State,67,Murray St.,57
978,2024,UNI,69,North Carolina,91
979,2024,Chicago St.,84,Morgan St.,83
980,2024,Texas St.,67,Southern Utah,74
981,2024,Georgia St.,93,Little Rock,90
982,2024,Colorado St.,86,Boston College,74
983,2024,Louisiana,92,Long Beach St.,82
984,2024,Central Conn. St.,60,Massachusetts,89
985,2024,Northland,48,South Dakota,100
986,2024,Harvard,76,Colgate,70
987,2024,Tennessee Tech,79,Presbyterian,75
988,2024,JWU (Providence),59,Rhode Island,97
989,2024,Sam Houston,86,Grambling,68
990,2024,Texas Tech,69,Villanova,85
991,2024,Tennessee,60,Kansas,69
992,2024,Midway,53,Morehead St.,94
993,2024,Northern Colo.,68,Radford,79
994,2024,North Ala.,103,UT Martin,105
995,2024,Austin Peay,74,Sacramento St.,71
996,2024,Ole Miss,77,Temple,76
997,2024,McNeese,62,Louisiana Tech,71
998,2024,Mid-Amer. Christian,59,Omaha,76
999,2024,Loyola Chicago,65,Creighton,88
1000,2024,Princeton,76,Old Dominion,56
1001,2024,Mount St. Mary's,65,American,68
1002,2024,Tarleton St.,59,CSU Bakersfield,40
1003,2024,Memphis,71,Michigan,67
1004,2024,The Citadel,58,Campbell,65
1005,2024,VMI,54,Air Force,64
1006,2024,Wright St.,74,Illinois St.,49
1007,2024,Purdue,78,Marquette,75
1008,2024,N.C. A&T,73,Merrimack,96
1009,2024,A&M-Corpus Christi,73,Northern Ky.,88
1010,2024,West Virginia,54,Virginia,56
1011,2024,Southern Ill.,81,New Mexico St.,54
1012,2024,UMES,55,Notre Dame,75
1013,2024,Pepperdine,82,Indiana St.,90
1014,2024,Maine,70,South Fla.,59
1015,2024,VTSU-Johnson,57,Vermont,106
1016,2024,Bucknell,61,St. Bonaventure,67
1017,2024,ETSU,70,Cleveland St.,72
1018,2024,FDU,84,Queens (NC),97
1019,2024,Baylor,88,Oregon St.,72
1020,2024,South Carolina St.,59,Missouri,82
1021,2024,Franciscan,54,Saint Francis (PA),107
1022,2024,Georgia Tech,54,Cincinnati,89
1023,2024,Alabama St.,67,Samford,99
1024,2024,Stanford,74,Arkansas,77
1025,2024,Hofstra,97,High Point,92
1026,2024,Central Ark.,56,Kansas St.,100
1027,2024,Alcorn,69,UT Arlington,82
1028,2024,South Dakota St.,65,Southern Miss.,54
1029,2024,Idaho,55,Seattle U,92
1030,2024,Duquesne,79,Nebraska,89
1031,2024,Jacksonville St.,66,UIW,67
1032,2024,Wisconsin,69,SMU,61
1033,2024,James Madison,95,Fresno St.,64
1034,2024,Westmont,79,UC Santa Barbara,91
1035,2024,Walla Walla,46,Eastern Wash.,97
1036,2024,Colo. Christian,68,Denver,100
1037,2024,Purdue Fort Wayne,60,San Francisco,76
1038,2024,UC Riverside,68,Montana St.,69
1039,2024,Rice,56,New Mexico,90
1040,2024,Florida,86,Pittsburgh,71
1041,2024,Syracuse,105,Chaminade,56
1042,2024,UTEP,59,Bradley,63
1043,2024,Toledo,71,UC Irvine,77
1044,2024,Gonzaga,69,UCLA,65
1045,2024,California,81,Tulane,84
1046,2024,Texas Tech,72,UNI,70
1047,2024,Penn St.,77,Texas A&M,89
1048,2024,Boston College,68,Loyola Chicago,71
1049,2024,Villanova,83,North Carolina,81
1050,2024,Fla. Atlantic,91,Butler,86
1051,2024,Oklahoma,79,Iowa,67
1052,2024,Colorado St.,69,Creighton,48
1053,2024,Michigan St.,68,Arizona,74
1054,2024,Arkansas,79,Memphis,84
1055,2024,Iowa St.,68,VCU,64
1056,2024,Seton Hall,63,Southern California,71
1057,2024,Stanford,78,Michigan,83
1058,2024,Boise St.,75,Virginia Tech,82
1059,2024,NC State,84,Vanderbilt,78
1060,2024,BYU,77,Arizona St.,49
1061,2024,Kansas City,64,UNC Greensboro,76
1062,2024,Texas A&M,89,Fla. Atlantic,96
1063,2024,Bryant,75,Xavier,100
1064,2024,Mercer,60,Tennessee St.,59
1065,2024,Arkansas,72,North Carolina,87
1066,2024,Jacksonville St.,77,UTSA,62
1067,2024,Charleston So.,56,Wake Forest,71
1068,2024,Delaware,67,Brown,59
1069,2024,Penn St.,78,Butler,88
1070,2024,LIU,83,A&M-Corpus Christi,68
1071,2024,Indiana St.,76,Toledo,74
1072,2024,Ark.-Pine Bluff,74,Ball St.,92
1073,2024,Evansville,85,Chattanooga,77
1074,2024,Manhattan,60,UConn,90
1075,2024,Monmouth,93,Belmont,84
1076,2024,Lipscomb,86,UNC Asheville,75
1077,2024,Alabama St.,88,N.C. A&T,73
1078,2024,Nicholls,61,Mississippi St.,74
1079,2024,Southeastern La.,67,Western Mich.,68
1080,2024,Oregon St.,51,Pittsburgh,76
1081,2024,Delaware St.,82,Longwood,84
1082,2024,Oklahoma,72,Southern California,70
1083,2024,Memphis,63,Villanova,79
1084,2024,Jacksonville,74,Robert Morris,65
1085,2024,Utah Tech,53,Washington St.,93
1086,2024,Davidson,55,Saint Mary's (CA),89
1087,2024,Montana,44,Houston,79
1088,2024,Merrimack,71,Samford,79
1089,2024,UC Irvine,83,Rice,68
1090,2024,Canisius,76,Wofford,67
1091,2024,UIC,70,Middle Tenn.,40
1092,2024,Lafayette,72,Penn,74
1093,2024,Winthrop,69,Georgia,78
1094,2024,Grambling,67,Troy,80
1095,2024,Baylor,95,Florida,91
1096,2024,Iowa St.,62,Virginia Tech,71
1097,2024,Bethune-Cookman,65,Lamar University,83
1098,2024,Michigan,57,Texas Tech,73
1099,2024,UC San Diego,70,Idaho,73
1100,2024,Southern Ind.,62,Duke,80
1101,2024,Seton Hall,72,Iowa,85
1102,2024,New Mexico,90,Pepperdine,71
1103,2024,Alabama,81,Ohio St.,92
1104,2024,Alabama A&M,71,ETSU,82
1105,2024,Youngstown St.,69,Dayton,77
1106,2024,Marshall,82,Kentucky,118
1107,2024,George Washington,99,Ohio,94
1108,2024,New Hampshire,83,Fairfield,80
1109,2024,Lehigh,64,Providence,78
1110,2024,Bowling Green,65,Western Ky.,72
1111,2024,Alcorn,69,Clemson,90
1112,2024,VCU,61,Boise St.,65
1113,2024,Vanderbilt,67,Arizona St.,82
1114,2024,North Florida,63,LSU,75
1115,2024,Houston Christian,65,Oklahoma St.,92
1116,2024,Western Colo.,52,Utah Valley,87
1117,2024,UTRGV,57,Hawaii,76
1118,2024,Stanford,51,UNI,73
1119,2024,Western Ill.,52,Illinois,84
1120,2024,Santa Clara,88,Oregon,82
1121,2024,Le Moyne,71,Pacific,73
1122,2024,Mississippi Val.,48,CSUN,84
1123,2024,NC State,86,BYU,95
1124,2024,San Diego,71,Arkansas St.,57
1125,2024,Brown,93,Kansas City,83
1126,2024,Tennessee St.,91,Southeastern La.,77
1127,2024,Loyola Maryland,70,Missouri,78
1128,2024,Jackson St.,81,Georgetown,88
1129,2024,Limestone,51,Gardner-Webb,92
1130,2024,New Orleans,69,North Dakota,71
1131,2024,NJIT,51,Wagner,64
1132,2024,Maine,56,Columbia,75
1133,2024,UMES,62,Liberty,99
1134,2024,Merrimack,60,Alabama St.,66
1135,2024,Clarks Summit,63,VMI,100
1136,2024,Ohio,80,Middle Tenn.,68
1137,2024,Mercer,66,Western Mich.,72
1138,2024,Miami (OH),60,St. Bonaventure,90
1139,2024,Monmouth,63,Lafayette,53
1140,2024,Western Ky.,77,Canisius,85
1141,2024,UMBC,81,William & Mary,96
1142,2024,East Carolina,59,George Mason,81
1143,2024,Army West Point,68,Binghamton,75
1144,2024,Cleary,70,IUPUI,78
1145,2024,Northeastern,66,Princeton,80
1146,2024,South Carolina St.,74,Missouri St.,92
1147,2024,Detroit Mercy,67,SIUE,81
1148,2024,Southeast Mo. St.,74,Evansville,93
1149,2024,Southern Miss.,90,Milwaukee,84
1150,2024,Eureka,39,Eastern Ill.,85
1151,2024,Tulsa,82,Little Rock,84
1152,2024,Texas St.,73,UT Arlington,66
1153,2024,St. Thomas (MN),51,Green Bay,64
1154,2024,Dillard,65,Louisiana Tech,105
1155,2024,Lamar University,72,Longwood,83
1156,2024,N.C. A&T,83,Samford,101
1157,2024,UT Martin,94,Chicago St.,71
1158,2024,Eastern Mich.,74,Central Ark.,71
1159,2024,UIW,80,UTSA,90
1160,2024,Alabama,99,Oregon,91
1161,2024,Bucknell,49,Marist,73
1162,2024,Howard,87,Mount St. Mary's,83
1163,2024,Niagara,69,Saint Francis (PA),61
1164,2024,Jacksonville,91,FDU,90
1165,2024,LIU,64,Northern Ky.,72
1166,2024,Voorhees,44,USC Upstate,79
1167,2024,Southern U.,59,Valparaiso,71
1168,2024,Belmont,84,Penn,79
1169,2024,UNCW,71,FGCU,55
1170,2024,Wofford,82,UNC Asheville,85
1171,2024,Delaware,77,UNC Greensboro,88
1172,2024,Delaware St.,72,Bethune-Cookman,64
1173,2024,Furman,86,UAB,92
1174,2024,Georgia St.,57,Charlotte,65
1175,2024,Ohio St.,86,Santa Clara,56
1176,2024,South Alabama,55,Maryland,68
1177,2024,George Washington,79,UIC,89
1178,2024,Wittenberg,64,Purdue Fort Wayne,95
1179,2024,Alabama A&M,59,Cleveland St.,86
1180,2024,Queens (NC),61,Richmond,90
1181,2024,Bowling Green,82,Lipscomb,61
1182,2024,UTEP,47,LMU (CA),67
1183,2024,California,67,San Diego St.,76
1184,2024,Texas Southern,71,Drake,77
1185,2024,Norfolk St.,67,Wichita St.,80
1186,2024,Holy Cross,45,St. John's (NY),91
1187,2024,Paul Quinn,61,Sam Houston,78
1188,2024,Dartmouth,65,Saint Louis,66
1189,2024,Vanguard ,59,California Baptist,69
1190,2024,Willamette,84,Portland,107
1191,2024,North Dakota St.,71,Grand Canyon,86
1192,2024,Vermont,70,Bradley,79
1193,2024,Arkansas St.,75,UTRGV,58
1194,2024,NIU,89,DePaul,79
1195,2024,San Diego,66,Hawaii,77
1196,2024,Penn St.,74,VCU,86
1197,2024,UNC Asheville,77,Western Ky.,67
1198,2024,Middle Tenn.,63,Kansas City,59
1199,2024,Lafayette,69,Belmont,79
1200,2024,Coppin St.,62,La Salle,81
1201,2024,Sacred Heart,55,Saint Joseph's,64
1202,2024,Austin Peay,58,App State,78
1203,2024,Lamar University,84,Delaware St.,81
1204,2024,New Mexico St.,84,Louisville,90
1205,2024,North Dakota,72,Eastern Mich.,70
1206,2024,Fla. Atlantic,84,Virginia Tech,50
1207,2024,Ohio,82,Brown,77
1208,2024,Lipscomb,85,Wofford,78
1209,2024,Air Force,58,South Dakota,57
1210,2024,VTSU-Johnson,49,Boston U.,90
1211,2024,Denver,71,Tex. A&M-Commerce,61
1212,2024,Mount Olive,73,High Point,122
1213,2024,Southeast Mo. St.,56,Chattanooga,72
1214,2024,Notre Dame (MD),53,Radford,100
1215,2024,Drexel,61,Old Dominion,68
1216,2024,N.C. Central,70,Coastal Carolina,58
1217,2024,FDU,86,Robert Morris,97
1218,2024,Stonehill,69,Quinnipiac,80
1219,2024,Cal St. Fullerton,72,Nebraska,85
1220,2024,Iona,68,Colorado,85
1221,2024,Monmouth,61,Penn,76
1222,2024,Angelo St.,50,North Texas,79
1223,2024,ULM,57,SMU,70
1224,2024,Wyoming,63,Texas,86
1225,2024,Bethune-Cookman,48,Longwood,69
